岗位,公司,薪资,位置,公司性质,规模,工作领域,福利,学历,最低薪资,最高薪资,平均薪资
广汇集团-哈尔滨先锋路沃尔沃-续保专员,广汇汽车服务股份公司（北区区域）,"[5.0, 7.0, 6.0]",哈尔滨-道外区,上市公司,1000-5000人,['汽车'],"['五险一金', '专业培训', '定期体检', '年终奖金', '包吃']","""大专""",5.0,7.0,6.0
广汇汽车-哈尔滨先锋路沃尔沃市场经理,广汇汽车服务股份公司（北区区域）,"[7.0, 10.0, 8.5]",哈尔滨-道外区,上市公司,1000-5000人,['汽车'],"['五险一金', '专业培训', '定期体检', '年终奖金', '包吃']","""大专""",7.0,10.0,8.5
宿管老师,哈尔滨市滨才交通服务中等职业技术学校,"[3.0, 4.0, 3.5]",哈尔滨-松北区,民营公司,1000-5000人,"['教育', '培训', '院校']",[''],"""高中""",3.0,4.0,3.5
文科老师\语文\法律\政治教师,哈尔滨市滨才交通服务中等职业技术学校,"[5.0, 7.0, 6.0]",哈尔滨-松北区,民营公司,1000-5000人,"['教育', '培训', '院校']",[''],"""本科""",5.0,7.0,6.0
计算机\多媒体\电子商务教研室主任\学科带头人,哈尔滨市滨才交通服务中等职业技术学校,"[5.0, 7.0, 6.0]",哈尔滨-松北区,民营公司,1000-5000人,"['教育', '培训', '院校']",[''],"""本科""",5.0,7.0,6.0
电子技术教研室主任\学科带头人,哈尔滨市滨才交通服务中等职业技术学校,"[5.0, 7.0, 6.0]",哈尔滨-松北区,民营公司,1000-5000人,"['教育', '培训', '院校']",[''],"""本科""",5.0,7.0,6.0
幼儿教育教研室主任\学科带头人,哈尔滨市滨才交通服务中等职业技术学校,"[5.0, 7.0, 6.0]",哈尔滨-松北区,民营公司,1000-5000人,"['教育', '培训', '院校']",[''],"""本科""",5.0,7.0,6.0
悦诗风吟美容顾问\店员-哈尔滨中央大街百盛,门店,"[6.0, 8.0, 7.0]",哈尔滨-道里区,外资（非欧美）,5000-10000人,['快速消费品(食品、饮料、化妆品)'],"['五险一金', '补充医疗保险', '通讯补贴', '年终奖金', '定期体检']","""中专""",6.0,8.0,7.0
财务部长,中科优术（黑龙江）科技产业有限公司,"[5.0, 7.0, 6.0]",哈尔滨,民营公司,50-150人,"['制药', '生物工程']",[''],"""本科""",5.0,7.0,6.0
水利工程师,黑龙江翰恒环保科技有限公司,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,少于50人,['环保'],[''],"""大专""",7.0,10.0,8.5
环保工程师（五险一金双休）,黑龙江翰恒环保科技有限公司,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,少于50人,['环保'],[''],"""大专""",7.0,10.0,8.5
工程师助理（五险一金双休）,黑龙江翰恒环保科技有限公司,"[5.0, 7.0, 6.0]",哈尔滨-南岗区,民营公司,少于50人,['环保'],[''],"""大专""",5.0,7.0,6.0
市场经理,黑龙江翰恒环保科技有限公司,"[12.0, 18.0, 15.0]",哈尔滨-南岗区,民营公司,少于50人,['环保'],[''],"""大专""",12.0,18.0,15.0
水处理工程师（五险一金，双休）,黑龙江翰恒环保科技有限公司,"[10.0, 12.0, 11.0]",哈尔滨-南岗区,民营公司,少于50人,['环保'],[''],"""本科""",10.0,12.0,11.0
渠道助理,哈尔滨报达海景房销售代理有限公司,"[4.0, 5.0, 4.5]",哈尔滨-道里区,民营公司,50-150人,['房地产'],"['节日福利', '五险一金']","""大专""",4.0,5.0,4.5
瓷砖导购员,哈尔滨华天雨润建筑装饰工程有限公司,"[5.0, 7.0, 6.0]",哈尔滨-道里区,民营公司,150-500人,"['家居', '室内设计', '装潢']","['弹性工作', '专业培训', '绩效奖金', '全勤奖']","""高中""",5.0,7.0,6.0
电气自动化工程师,哈尔滨黑大伊思特软件有限公司,"[4.0, 7.0, 5.5]",哈尔滨-南岗区,民营公司,50-150人,['计算机软件'],"['五险一金', '定期体检', '弹性工作', '年终奖金', '专业培训', '餐饮补贴', '员工旅游', '节日福利']","""大专""",4.0,7.0,5.5
电气自动化实习生,哈尔滨黑大伊思特软件有限公司,"[4.0, 5.0, 4.5]",哈尔滨-南岗区,民营公司,50-150人,['计算机软件'],"['五险一金', '定期体检', '弹性工作', '年终奖金', '专业培训', '餐饮补贴', '员工旅游', '节日福利']","""本科""",4.0,5.0,4.5
医学检验应用工程师,前海瑞智捷自动化科技（深圳）有限公司,"[5.0, 7.0, 6.0]",哈尔滨-道里区,民营公司,50-150人,"['医疗设备', '器械']","['五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '弹性工作', '员工旅游', '绩效奖金', '年终奖金', '定期体检']","""大专""",5.0,7.0,6.0
零售助理,宝胜国际黑龙江区部,"[4.0, 5.0, 4.5]",哈尔滨-南岗区,外资（非欧美）,10000人以上,"['服装', '纺织', '皮革']","['五险一金', '专业培训', '年终奖金', '定期体检', '员工旅游', '绩效奖金', '晋升', '办公环境', '团队氛围', '双休']","""大专""",4.0,5.0,4.5
土建工程师,黑龙江华热能源有限公司,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",7.0,10.0,8.5
LINUX研发软件工程师,哈尔滨英赛克信息技术有限公司,"[10.0, 18.0, 14.0]",哈尔滨-南岗区,民营公司,50-150人,['计算机软件'],"['五险一金', '绩效奖金', '弹性工作', '餐饮补贴', '交通补贴']","""本科""",10.0,18.0,14.0
暖通初级工程师,黑龙江华热能源有限公司,"[2.0, 4.0, 3.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",2.0,4.0,3.0
暖通\水暖实习生,黑龙江华热能源有限公司,"[2.0, 4.0, 3.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""本科""",2.0,4.0,3.0
暖通设计,黑龙江华热能源有限公司,"[8.0, 14.0, 11.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""本科""",8.0,14.0,11.0
水暖\暖通工程师,黑龙江华热能源有限公司,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""本科""",7.0,10.0,8.5
行政前台,黑龙江华热能源有限公司,"[4.0, 5.0, 4.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""本科""",4.0,5.0,4.5
节能工程师,黑龙江华热能源有限公司,"[7.0, 14.0, 10.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",7.0,14.0,10.5
热能工程师,黑龙江华热能源有限公司,"[7.0, 14.0, 10.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",7.0,14.0,10.5
安装造价师,黑龙江华热能源有限公司,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",7.0,10.0,8.5
燃料主管,黑龙江华热能源有限公司,"[10.0, 12.0, 11.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""本科""",10.0,12.0,11.0
高压焊工,黑龙江华热能源有限公司,"[5.0, 7.0, 6.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""中专""",5.0,7.0,6.0
机务检修专员,黑龙江华热能源有限公司,"[5.0, 7.0, 6.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""中专""",5.0,7.0,6.0
机务检修组长,黑龙江华热能源有限公司,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""中专""",7.0,10.0,8.5
热控专工,黑龙江华热能源有限公司,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",7.0,10.0,8.5
运行值长,黑龙江华热能源有限公司,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",7.0,10.0,8.5
化水主操,黑龙江华热能源有限公司,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",7.0,10.0,8.5
化水专工,黑龙江华热能源有限公司,"[10.0, 12.0, 11.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""中专""",10.0,12.0,11.0
电气巡操,黑龙江华热能源有限公司,"[5.0, 7.0, 6.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",5.0,7.0,6.0
电气副操,黑龙江华热能源有限公司,"[5.0, 7.0, 6.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",5.0,7.0,6.0
电气专工,黑龙江华热能源有限公司,"[5.0, 7.0, 6.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",5.0,7.0,6.0
电气专工,黑龙江华热能源有限公司,"[10.0, 12.0, 11.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",10.0,12.0,11.0
汽机副操,黑龙江华热能源有限公司,"[5.0, 7.0, 6.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",5.0,7.0,6.0
汽机巡操,黑龙江华热能源有限公司,"[5.0, 7.0, 6.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",5.0,7.0,6.0
招聘主管,黑龙江华热能源有限公司,"[5.0, 7.0, 6.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""本科""",5.0,7.0,6.0
热控检修,黑龙江华热能源有限公司,"[5.0, 7.0, 6.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",5.0,7.0,6.0
电气维修,黑龙江华热能源有限公司,"[4.0, 5.0, 4.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""中专""",4.0,5.0,4.5
汽机副操,黑龙江华热能源有限公司,"[4.0, 5.0, 4.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",4.0,5.0,4.5
汽机主操,黑龙江华热能源有限公司,"[5.0, 7.0, 6.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",5.0,7.0,6.0
汽机专工,黑龙江华热能源有限公司,"[5.0, 7.0, 6.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",5.0,7.0,6.0
锅炉专工,黑龙江华热能源有限公司,"[5.0, 7.0, 6.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""中专""",5.0,7.0,6.0
检修专工,黑龙江华热能源有限公司,"[5.0, 7.0, 6.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",5.0,7.0,6.0
检修主任,黑龙江华热能源有限公司,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",7.0,10.0,8.5
电厂生产经理,黑龙江华热能源有限公司,"[12.0, 18.0, 15.0]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",12.0,18.0,15.0
采购员,黑龙江华热能源有限公司,"[4.0, 5.0, 4.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",4.0,5.0,4.5
安全员,黑龙江华热能源有限公司,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",7.0,10.0,8.5
成本核算专员,黑龙江华热能源有限公司,"[4.0, 5.0, 4.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",4.0,5.0,4.5
锅炉工程师,黑龙江华热能源有限公司,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""大专""",7.0,10.0,8.5
技术支持工程师,黑龙江华热能源有限公司,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '年终奖金']","""本科""",7.0,10.0,8.5
项目运维部工程师,黑龙江华热能源有限公司,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '年终奖金', '法休年假', '加班补贴']","""本科""",7.0,10.0,8.5
工程建设部工程师,黑龙江华热能源有限公司,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '年终奖金', '法休年假', '加班补贴']","""本科""",7.0,10.0,8.5
销售工程师,黑龙江华热能源有限公司,"[7.0, 10.0, 8.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '法休年假', '加班补贴', '节日福利', '年终奖金']","""本科""",7.0,10.0,8.5
会计,黑龙江华热能源有限公司,"[5.0, 6.0, 5.5]",哈尔滨-南岗区,民营公司,少于50人,['新能源'],"['五险', '餐饮补贴', '通讯补贴', '绩效奖金', '周末双休', '年终奖金', '法休年假', '加班补贴']","""大专""",5.0,6.0,5.5
数字芯片工程师,浙江集速合芯科技有限公司,"[7.0, 10.0, 8.5]",异地招聘,民营公司,,"['电子技术', '半导体', '集成电路']",[''],"""本科""",7.0,10.0,8.5
模拟芯片设计工程师,浙江集速合芯科技有限公司,"[12.0, 18.0, 15.0]",异地招聘,民营公司,,"['电子技术', '半导体', '集成电路']",[''],"""本科""",12.0,18.0,15.0
射频芯片设计工程师,浙江集速合芯科技有限公司,"[12.0, 18.0, 15.0]",异地招聘,民营公司,,"['电子技术', '半导体', '集成电路']",[''],"""硕士""",12.0,18.0,15.0
